ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
89,103,1,2022-10-25,1,2,17,189,3,241,1,0
90,103,2,2022-10-11,1,2,17,189,3,242,1,0
91,104,1,2022-11-18,1,5,35,384,9,243,1,0
92,106,1,2025-06-05,1,13,95,1039,26,250,1,0
93,106,1,2025-07-28,1,13,95,1039,26,248,1,0
94,111,1,2023-05-30,1,4,25,264,8,265,1,0
95,111,1,2023-05-24,1,4,25,264,8,267,1,0
96,113,1,2026-03-24,1,24,186,2045,48,272,1,0
97,115,2,2025-12-23,1,20,149,1621,39,280,1,0
98,115,1,2025-11-28,1,20,149,1621,39,278,1,0
99,116,2,2024-02-11,1,12,88,964,23,282,1,0
100,118,1,2026-03-23,1,9,63,679,17,289,1,0
101,120,1,2026-02-22,1,29,230,2564,58,292,1,0
102,122,1,2023-11-29,1,6,38,407,12,297,1,0
103,123,2,2023-07-30,1,9,66,723,18,299,1,0
104,124,2,2023-01-30,1,17,128,1405,33,300,1,0
105,125,1,2023-11-29,1,25,197,2190,50,301,1,0
106,125,1,2024-01-01,1,25,197,2190,50,302,1,0
107,126,2,2024-07-16,1,9,65,703,18,304,1,0
108,126,1,2024-07-07,1,9,65,703,18,303,1,0
109,128,1,2025-10-06,1,5,31,335,10,308,1,0
110,128,1,2025-08-20,1,5,31,335,10,307,1,0
111,130,1,2024-03-08,1,23,173,1886,46,310,1,0
112,131,1,2023-01-14,1,6,38,407,12,312,1,0
113,131,1,2022-11-25,1,6,38,407,12,311,1,0
114,132,1,2024-07-19,1,1,8,88,2,314,1,0
115,133,1,2023-12-29,1,21,155,1688,41,319,1,0
116,134,1,2022-07-06,1,11,82,902,22,320,1,0
117,134,2,2022-07-04,1,11,82,902,22,321,1,0
118,135,2,2026-01-28,1,5,32,342,10,325,1,0
119,137,1,2026-03-22,1,27,211,2337,54,331,1,0
120,139,1,2023-10-10,1,22,162,1755,43,335,1,0
121,140,1,2023-10-12,1,19,142,1556,37,337,1,0
122,141,1,2022-09-03,1,10,68,728,19,338,1,0
123,143,2,2023-06-08,1,9,61,655,17,340,1,0
124,144,1,2022-12-09,1,12,93,1036,24,341,1,0
125,145,2,2026-03-31,1,23,177,1939,46,343,1,0
126,146,1,2025-08-24,1,24,188,2079,48,347,1,0
127,147,2,2025-08-08,1,2,14,159,3,349,1,0
128,149,1,2025-01-11,1,1,6,59,2,352,1,0
129,150,1,2024-01-22,1,16,119,1314,31,354,1,0
130,151,2,2026-03-12,1,8,57,617,15,356,1,0
131,151,1,2026-02-15,1,8,57,617,15,357,1,0
132,152,1,2024-12-31,1,18,134,1469,35,359,1,0
133,153,1,2023-02-08,1,22,168,1836,44,361,1,0
134,153,1,2023-02-02,1,22,168,1836,44,360,1,0
135,154,1,2024-01-15,1,23,177,1935,45,362,1,0
136,154,1,2024-02-18,1,23,177,1935,45,363,1,1
137,157,1,2025-01-22,1,18,136,1502,36,371,1,0
138,159,1,2026-05-04,1,13,96,1055,25,376,1,0
139,161,1,2025-04-18,1,23,172,1867,46,381,1,1
140,161,1,2025-03-09,1,23,172,1867,46,380,1,0
141,163,1,2024-01-17,1,27,213,2356,54,385,1,0
142,164,2,2023-06-22,1,7,48,521,14,388,1,0
143,164,1,2023-05-30,1,7,48,521,14,387,1,0
144,165,2,2025-03-05,1,23,174,1893,46,390,1,0
145,167,1,2023-03-10,1,8,51,547,15,397,1,0
146,168,1,2025-04-27,1,22,166,1802,43,398,1,0
147,169,1,2024-03-11,1,7,47,509,13,400,1,0
148,169,1,2024-04-14,1,7,47,509,13,401,1,0
149,170,1,2022-11-02,1,5,32,351,9,402,1,0
150,170,1,2022-11-02,1,5,32,351,9,404,1,0
151,172,1,2025-09-13,1,7,46,497,14,409,1,1
152,173,2,2025-09-04,1,15,111,1224,29,411,1,0
153,175,1,2024-08-02,1,27,210,2326,54,416,1,0
154,175,1,2024-07-25,1,27,210,2326,54,417,1,0
155,176,1,2026-05-03,1,14,103,1132,28,419,1,0
156,177,1,2023-09-09,1,22,165,1800,43,420,1,0
157,178,1,2026-03-05,1,16,125,1377,31,424,1,0
158,180,1,2023-10-18,1,8,56,610,15,431,1,0
159,182,1,2026-05-29,1,10,73,806,20,435,1,0
160,183,1,2025-09-10,1,22,167,1820,44,440,1,0
161,185,2,2022-10-30,1,16,122,1346,32,447,1,0
162,185,1,2022-10-02,1,16,122,1346,32,444,1,0
163,186,2,2022-04-04,1,17,127,1393,33,448,1,0
164,187,1,2023-11-29,1,11,82,906,21,451,1,0
165,188,1,2025-01-02,1,2,17,190,3,453,1,0
166,189,2,2023-07-08,1,8,54,583,15,455,1,0
167,189,1,2023-06-26,1,8,54,583,15,454,1,0
168,190,1,2023-12-16,1,9,61,661,18,456,1,0
169,191,2,2025-04-21,1,19,143,1568,37,458,1,0
170,191,1,2025-03-31,1,19,143,1568,37,457,1,0
171,192,1,2023-08-06,1,26,204,2270,51,459,1,0
172,195,1,2026-02-27,1,9,62,675,18,468,1,0
173,196,1,2025-12-05,1,1,3,19,1,471,1,0
174,199,1,2024-06-08,1,24,186,2053,47,477,1,0
175,200,1,2025-10-07,1,26,204,2273,52,478,1,0
176,203,2,2026-04-20,1,14,105,1178,27,484,1,0
177,204,1,2023-04-11,1,9,64,691,18,486,1,0
178,204,1,2023-04-25,1,9,64,691,18,485,1,0
179,207,1,2025-04-12,1,9,65,705,18,491,1,0
180,207,1,2025-04-21,1,9,65,705,18,493,1,0
181,208,1,2024-08-26,1,23,176,1922,45,495,1,0
182,210,1,2024-12-13,1,13,98,1086,26,501,1,0
183,210,2,2024-12-28,1,13,98,1086,26,500,1,0
184,212,1,2023-03-13,1,30,234,2604,60,504,1,0
185,212,2,2023-02-19,1,30,234,2604,60,505,1,0
186,213,2,2023-07-30,1,11,79,866,22,507,1,0
187,215,2,2026-02-20,1,20,147,1597,39,511,1,0
188,216,1,2023-07-15,1,29,224,2493,58,514,1,0
189,218,1,2022-10-28,1,23,175,1911,45,519,1,0
190,219,1,2024-11-28,1,6,40,441,11,520,1,0
191,222,1,2023-02-17,1,23,177,1934,45,527,1,0
192,222,2,2023-02-15,1,23,177,1934,45,528,1,0
193,223,1,2026-03-29,1,16,118,1303,31,529,1,0
194,225,2,2026-03-26,1,25,191,2113,50,537,1,0
195,225,2,2026-04-05,1,25,191,2113,50,540,1,0
196,226,1,2026-04-09,1,1,5,47,2,541,1,0
197,228,1,2022-03-25,1,29,229,2552,58,544,1,0
198,230,1,2024-01-21,1,2,16,183,3,546,1,0
199,230,2,2023-12-22,1,2,16,183,3,548,1,0
200,232,1,2023-10-13,1,11,81,896,22,553,1,0
201,233,1,2024-01-10,1,31,241,2683,62,560,1,0
202,234,1,2025-03-21,1,28,220,2441,56,561,1,1
203,235,1,2023-12-20,1,9,65,710,17,564,1,0
204,235,2,2023-12-19,1,9,65,710,17,563,1,0
205,236,1,2026-06-28,1,9,63,680,18,566,1,0
206,238,1,2023-12-29,1,9,64,692,17,570,1,0
207,238,1,2023-12-12,1,9,64,692,17,569,1,0
208,240,2,2024-05-13,1,27,210,2326,53,577,1,0
209,240,1,2024-06-23,1,27,210,2326,53,576,1,0
210,241,2,2026-03-14,1,27,213,2359,54,579,1,0
211,241,1,2026-04-03,1,27,213,2359,54,580,1,0
212,243,1,2024-09-04,1,23,178,1948,45,585,1,0
213,243,1,2024-08-14,1,23,178,1948,45,587,1,0
214,244,1,2025-04-25,1,18,132,1456,36,589,1,0
215,244,1,2025-06-11,1,18,132,1456,36,588,1,0
216,245,1,2022-02-10,1,25,192,2123,49,592,1,0
217,245,2,2022-02-27,1,25,192,2123,49,591,1,0
218,246,1,2023-10-18,1,2,18,205,3,595,1,0
219,246,1,2023-09-30,1,2,18,205,3,594,1,0
220,247,1,2023-08-09,1,29,228,2528,58,598,1,0
221,248,1,2025-09-20,1,18,135,1495,35,599,1,0
222,249,1,2025-03-02,1,25,194,2154,49,600,1,0
223,249,1,2025-04-03,1,25,194,2154,49,601,1,0
224,251,1,2023-07-28,1,17,130,1428,33,605,1,0
225,252,1,2025-03-13,1,13,97,1067,26,606,1,0
226,255,2,2022-09-25,1,9,65,703,17,616,1,0
227,256,1,2022-11-27,1,1,5,56,1,617,1,0
228,260,1,2025-12-24,1,11,82,905,21,627,1,0
229,261,1,2026-05-04,1,16,125,1381,32,629,1,0
230,262,1,2026-05-22,1,8,52,571,15,632,1,0
231,270,2,2024-06-25,1,31,241,2686,62,651,1,0
232,271,1,2025-11-07,1,25,194,2156,50,653,1,0
233,272,1,2025-06-16,1,11,82,900,21,655,1,0
234,273,1,2025-07-26,1,3,21,227,6,657,1,0
235,273,1,2025-08-19,1,3,21,227,6,656,1,0
236,277,1,2024-09-29,1,9,64,694,17,663,1,0
237,278,1,2023-10-19,1,25,197,2188,49,664,1,0
238,278,1,2023-09-29,1,25,197,2188,49,665,1,0
239,279,1,2022-10-27,1,16,118,1303,32,666,1,0
240,280,1,2024-11-08,1,12,84,914,23,667,1,0
241,280,1,2024-11-08,1,12,84,914,23,668,1,0
242,282,1,2026-06-19,1,15,112,1235,30,675,1,0
243,282,1,2026-05-03,1,15,112,1235,30,676,1,0
244,283,1,2026-06-13,1,30,235,2615,60,678,1,0
245,284,2,2024-11-07,1,30,237,2656,60,684,1,0
246,285,2,2022-10-21,1,12,90,994,24,685,1,0
247,286,1,2025-10-18,1,3,21,229,5,687,1,0
248,286,1,2025-11-29,1,3,21,229,5,688,1,0
249,290,1,2025-09-22,1,11,80,875,22,695,1,0
250,291,1,2025-03-20,1,31,240,2681,61,697,1,0
251,292,1,2026-05-19,1,29,228,2533,58,698,1,0
252,292,1,2026-06-07,1,29,228,2533,58,699,1,0
253,294,2,2022-05-27,1,12,86,943,24,703,1,0
254,295,2,2026-04-08,1,23,175,1915,45,705,1,0
255,297,1,2022-05-25,1,15,111,1223,29,707,1,0
256,299,1,2026-03-14,1,30,236,2639,59,714,1,0
257,302,1,2025-01-25,1,25,198,2206,49,725,1,0
258,305,1,2025-08-30,1,29,232,2589,57,735,1,0
259,306,1,2026-06-28,1,12,88,961,24,736,1,0
260,307,1,2025-07-18,1,2,17,193,4,738,1,0
261,309,1,2023-04-28,1,2,14,160,3,744,1,0
262,310,2,2025-06-30,1,27,212,2349,54,747,1,0
263,312,1,2026-06-28,1,23,174,1894,46,753,1,0
264,312,1,2026-06-28,1,23,174,1894,46,751,1,0
265,313,2,2025-10-01,1,17,130,1429,34,758,1,0
266,313,1,2025-09-07,1,17,130,1429,34,756,1,0
267,314,1,2025-06-10,1,28,218,2411,55,759,1,0
268,316,1,2026-06-15,1,18,133,1464,36,766,1,0
269,317,1,2026-04-02,1,1,10,118,1,769,1,0
270,318,1,2022-02-20,1,23,178,1948,45,772,1,0
271,320,2,2025-09-18,1,25,195,2159,49,776,1,0
272,322,1,2026-01-24,1,26,205,2278,51,781,1,0
273,322,1,2026-02-19,1,26,205,2278,51,782,1,0
274,323,1,2026-04-28,1,15,116,1291,30,787,1,0
275,324,1,2025-07-26,1,29,232,2595,58,789,1,0
276,324,1,2025-07-15,1,29,232,2595,58,790,1,0
277,325,2,2024-09-15,1,11,78,860,21,793,1,0
278,325,2,2024-08-29,1,11,78,860,21,791,1,0
279,326,1,2025-05-19,1,20,146,1590,39,794,1,0
280,326,1,2025-04-03,1,20,146,1590,39,796,1,0
281,330,2,2024-01-28,1,11,79,870,21,805,1,0
282,332,1,2022-08-16,1,26,205,2283,51,808,1,0
283,332,1,2022-08-22,1,26,205,2283,51,809,1,0
284,333,1,2025-06-03,1,7,45,490,14,811,1,0
285,334,1,2022-04-08,1,9,64,697,17,812,1,0
286,335,1,2026-06-28,1,10,71,779,19,814,1,0
287,335,2,2026-06-28,1,10,71,779,19,816,1,0
288,336,1,2025-06-13,1,31,240,2678,62,818,1,0
289,336,1,2025-04-19,1,31,240,2678,62,817,1,0
290,337,1,2023-05-14,1,18,138,1515,36,819,1,0
291,338,1,2025-06-22,1,18,135,1493,36,820,1,0
292,339,2,2022-08-24,1,19,143,1573,38,821,1,0
293,340,1,2026-06-28,1,19,140,1528,37,823,1,0
294,341,1,2025-01-31,1,7,43,467,14,825,1,0
295,341,2,2024-12-26,1,7,43,467,14,824,1,0
296,342,1,2023-09-20,1,21,154,1680,42,826,1,0
297,344,1,2024-04-11,1,19,141,1546,38,832,1,0
298,344,1,2024-02-23,1,19,141,1546,38,831,1,0
299,345,1,2026-06-22,1,25,195,2167,50,834,1,0
300,345,1,2026-06-28,1,25,195,2167,50,835,1,0
301,346,1,2022-02-14,1,28,220,2447,55,837,1,0
302,348,1,2025-02-25,1,19,140,1526,38,842,1,0
303,348,1,2025-03-17,1,19,140,1526,38,843,1,0
304,350,2,2024-01-14,1,14,104,1152,27,849,1,0
305,351,2,2026-04-03,1,9,65,706,18,852,1,0
306,351,2,2026-04-02,1,9,65,706,18,851,1,0
307,352,1,2023-08-01,1,15,114,1261,29,854,1,0
308,354,1,2026-01-29,1,17,127,1399,33,856,1,0
309,354,2,2026-03-25,1,17,127,1399,33,859,1,0
310,356,1,2024-03-24,1,22,164,1782,44,863,1,0
311,356,1,2024-03-21,1,22,164,1782,44,864,1,0
312,357,2,2025-11-08,1,8,50,533,16,867,1,0
313,360,2,2026-06-28,1,28,220,2436,56,874,1,0
314,360,1,2026-06-28,1,28,220,2436,56,875,1,0
315,361,2,2026-04-04,1,26,202,2231,52,878,1,0
316,361,1,2026-02-19,1,26,202,2231,52,877,1,0
317,362,1,2023-08-23,1,16,125,1382,32,879,1,0
318,364,1,2022-08-29,1,4,28,314,7,884,1,0
319,367,1,2025-04-21,1,22,163,1770,43,890,1,0
320,369,2,2026-02-28,1,18,132,1453,35,897,1,0
321,369,1,2026-02-14,1,18,132,1453,35,896,1,0
322,370,1,2025-01-08,1,5,33,355,9,900,1,0
323,370,1,2024-12-28,1,5,33,355,9,899,1,0
324,372,2,2023-06-28,1,29,229,2552,57,906,1,0
325,372,2,2023-07-09,1,29,229,2552,57,904,1,0
326,375,1,2025-03-21,1,24,182,1997,47,912,1,0
327,375,2,2025-03-22,1,24,182,1997,47,913,1,0
328,376,2,2022-02-28,1,6,39,424,12,914,1,0
329,377,1,2022-05-31,1,25,192,2119,50,915,1,0
330,379,1,2022-12-13,1,2,15,170,4,917,1,0
331,381,2,2023-03-14,1,23,178,1962,46,921,1,0
332,382,1,2026-06-28,1,14,102,1124,28,922,1,0
333,384,2,2023-09-03,1,5,32,347,10,928,1,0
334,386,1,2024-02-08,1,17,127,1395,34,935,1,0
335,388,1,2022-06-10,1,26,202,2244,52,941,1,0
336,388,1,2022-06-23,1,26,202,2244,52,943,1,0
337,389,2,2025-07-11,1,31,240,2677,61,945,1,0
338,390,1,2025-05-07,1,9,62,666,17,946,1,0
339,391,1,2023-06-03,1,3,23,253,5,949,1,0
340,392,1,2023-04-05,1,6,39,433,12,952,1,0
341,393,1,2026-06-28,1,8,50,531,16,955,1,0
342,394,1,2025-09-03,1,9,66,718,18,960,1,0
343,396,1,2026-06-28,1,5,36,397,9,964,1,0
344,396,1,2026-06-28,1,5,36,397,9,963,1,0
345,397,1,2022-06-07,1,9,64,689,18,965,1,0
346,397,1,2022-06-07,1,9,64,689,18,966,1,0
347,398,1,2026-02-15,1,8,59,641,15,971,1,0
348,398,1,2026-01-10,1,8,59,641,15,969,1,0
349,399,2,2024-07-10,1,5,30,331,10,972,1,0
350,399,1,2024-07-13,1,5,30,331,10,973,1,0
351,401,2,2024-01-02,1,22,164,1781,44,977,1,0
352,402,1,2025-04-23,1,18,134,1469,36,979,1,0
353,402,1,2025-05-23,1,18,134,1469,36,980,1,0
354,403,1,2022-06-02,1,24,184,2026,47,981,1,1
355,404,2,2026-04-04,1,30,235,2617,59,984,1,0
356,405,2,2024-06-07,1,27,211,2332,54,986,1,0
357,405,2,2024-05-01,1,27,211,2332,54,985,1,0
358,406,2,2022-07-01,1,6,39,424,12,987,1,0
359,406,1,2022-06-06,1,6,39,424,12,990,1,0
360,407,1,2025-09-16,1,22,167,1822,43,994,1,0
361,408,2,2024-01-14,1,19,142,1565,38,995,1,0
362,408,1,2024-01-09,1,19,142,1565,38,996,1,0
363,409,1,2024-03-21,1,21,155,1687,41,998,1,1
364,410,1,2026-04-04,1,21,156,1697,42,1001,1,0
365,410,1,2026-05-06,1,21,156,1697,42,1002,1,0
366,411,1,2024-12-09,1,13,98,1075,26,1004,1,0
367,412,1,2023-04-15,1,20,145,1575,39,1005,1,0
368,413,1,2026-06-28,1,29,227,2518,58,1008,1,0
369,415,1,2023-03-11,1,6,41,459,11,1011,1,0
370,416,1,2022-11-26,1,9,62,669,18,1012,1,0
371,418,2,2022-04-22,1,18,133,1459,35,1016,1,0
372,419,2,2022-05-19,1,9,61,659,17,1017,1,0
373,420,1,2023-09-19,1,18,132,1450,36,1019,1,0
374,420,1,2023-09-22,1,18,132,1450,36,1018,1,0
375,422,1,2026-05-29,1,11,78,861,22,1021,1,0
376,422,1,2026-06-07,1,11,78,861,22,1023,1,0
377,423,1,2023-07-06,1,22,167,1823,43,1024,1,0
378,426,1,2025-02-09,1,21,154,1675,41,1034,1,0
379,427,1,2022-06-17,1,4,25,275,7,1037,1,0
380,429,2,2024-01-02,1,2,13,151,4,1042,1,0
381,429,1,2023-12-05,1,2,13,151,4,1044,1,0
382,430,2,2024-04-16,1,10,70,767,19,1045,1,0
383,432,1,2023-06-14,1,4,25,268,8,1052,1,0
384,433,2,2025-11-10,1,19,143,1569,37,1054,1,0
385,439,1,2023-05-08,1,6,40,437,11,1070,1,0
386,440,1,2025-07-30,1,6,38,421,12,1071,1,0
387,441,1,2022-07-05,1,31,241,2688,62,1074,1,0
388,442,1,2025-02-20,1,17,128,1406,34,1076,1,0
389,442,1,2025-01-05,1,17,128,1406,34,1078,1,0
390,444,2,2025-11-03,1,12,90,996,24,1081,1,0
391,445,1,2022-06-14,1,9,64,696,17,1083,1,0
392,446,1,2022-05-28,1,30,236,2633,60,1088,1,0
393,446,1,2022-05-10,1,30,236,2633,60,1089,1,0
394,448,1,2025-07-15,1,26,207,2304,51,1093,1,0
395,448,2,2025-07-06,1,26,207,2304,51,1091,1,0
396,449,1,2023-03-02,1,27,211,2336,53,1097,1,0
397,449,1,2023-02-17,1,27,211,2336,53,1098,1,0
398,450,1,2023-07-04,1,8,53,581,15,1099,1,0
399,450,2,2023-07-05,1,8,53,581,15,1100,1,0
400,451,1,2023-11-24,1,25,193,2133,49,1102,1,0
401,452,2,2026-06-03,1,1,6,65,2,1105,1,0
402,454,2,2022-11-14,1,28,221,2453,55,1111,1,0
403,454,1,2022-10-17,1,28,221,2453,55,1112,1,0
404,455,2,2022-10-13,1,9,62,666,17,1113,1,0
405,456,1,2026-06-28,1,1,4,46,1,1114,1,0
406,460,1,2026-02-08,1,7,48,528,13,1129,1,0
407,460,2,2026-02-19,1,7,48,528,13,1127,1,0
408,461,1,2025-08-05,1,31,239,2663,62,1130,1,0
409,462,1,2026-02-02,1,2,16,186,3,1131,1,0
410,463,1,2023-01-07,1,18,136,1501,35,1134,1,0
411,464,1,2024-03-07,1,14,100,1089,27,1139,1,0
412,464,2,2024-02-06,1,14,100,1089,27,1138,1,0
413,466,1,2026-02-25,1,1,8,94,2,1144,1,0
414,467,1,2023-06-14,1,30,234,2608,60,1146,1,0
415,468,1,2022-06-19,1,18,132,1449,35,1147,1,0
416,469,1,2023-06-18,1,27,215,2390,54,1152,1,0
417,470,1,2025-02-14,1,4,26,285,8,1155,1,0
418,471,1,2022-06-07,1,26,206,2286,52,1156,1,0
419,472,1,2022-04-18,1,6,40,442,12,1158,1,0
420,474,1,2022-05-24,1,29,232,2593,58,1164,1,0
421,475,1,2022-11-13,1,8,51,558,15,1165,1,0
422,476,2,2022-10-05,1,6,39,435,11,1167,1,0
423,476,1,2022-09-08,1,6,39,435,11,1169,1,0
424,477,1,2026-05-04,1,2,14,155,4,1170,1,0
425,477,1,2026-04-13,1,2,14,155,4,1171,1,0
426,478,1,2026-06-28,1,22,168,1839,44,1172,1,0
427,479,1,2024-07-16,1,16,124,1361,32,1173,1,1
428,480,1,2023-10-10,1,31,241,2690,62,1175,1,0
429,481,1,2026-06-03,1,16,125,1388,31,1176,1,0
430,482,2,2022-06-07,1,10,71,774,20,1180,1,0
431,484,1,2025-12-12,1,17,127,1393,33,1182,1,0
432,486,2,2023-01-17,1,12,86,949,24,1186,1,0
433,487,2,2024-11-26,1,2,17,194,4,1191,1,0
434,487,1,2024-10-17,1,2,17,194,4,1190,1,0
435,488,2,2023-06-27,1,6,39,431,12,1196,1,0
436,488,1,2023-07-12,1,6,39,431,12,1197,1,0
437,489,1,2025-02-26,1,4,26,282,8,1198,1,0
438,490,1,2022-07-26,1,4,28,314,8,1202,1,1
439,496,1,2022-08-31,1,30,236,2634,59,1225,1,0
440,496,1,2022-10-06,1,30,236,2634,59,1223,1,0
441,498,2,2022-12-30,1,28,222,2474,56,1227,1,0
442,498,1,2023-01-15,1,28,222,2474,56,1229,1,0
443,499,1,2022-11-03,1,26,206,2297,52,1231,1,0
444,500,1,2026-03-12,1,24,184,2027,48,1235,1,0
445,500,2,2026-02-14,1,24,184,2027,48,1232,1,0
446,501,2,2024-04-09,1,4,27,300,7,1236,1,0
447,501,1,2024-05-07,1,4,27,300,7,1237,1,0
448,502,2,2024-11-05,1,28,218,2415,56,1238,1,0
449,504,1,2023-05-06,1,19,140,1526,38,1243,1,0
450,509,1,2025-04-12,1,24,186,2047,48,1252,1,0
451,509,1,2025-03-07,1,24,186,2047,48,1253,1,0
452,510,2,2024-09-29,1,26,206,2298,52,1257,1,0
453,511,1,2024-08-04,1,24,186,2046,47,1259,1,0
454,513,1,2025-01-03,1,6,40,446,11,1263,1,0
455,514,1,2025-02-05,1,30,235,2618,60,1264,1,0
456,516,1,2024-02-15,1,9,66,715,18,1268,1,0
457,517,1,2023-05-22,1,5,35,381,10,1272,1,0
458,518,1,2026-06-06,1,6,38,421,11,1273,1,0
459,518,1,2026-05-15,1,6,38,421,11,1274,1,0
460,519,1,2026-04-25,1,7,45,482,13,1276,1,0
461,519,2,2026-04-13,1,7,45,482,13,1278,1,0
462,521,1,2023-01-06,1,11,82,908,21,1281,1,0
