ID,ArrestSurrenderID,AccusedMasterID
311,275,790
312,276,790
313,277,793
314,277,791
315,278,791
316,278,793
317,279,794
318,280,796
319,281,805
320,282,808
321,283,809
322,284,811
323,285,812
324,286,814
325,287,816
326,288,818
327,289,817
328,290,819
329,291,820
330,292,821
331,292,822
332,293,823
333,294,825
334,295,824
335,295,825
336,296,826
337,296,827
338,297,832
339,298,831
340,299,834
341,300,835
342,301,837
343,302,842
344,302,843
345,303,843
346,304,849
347,304,848
348,305,852
349,306,851
350,307,854
351,308,856
352,309,859
353,310,863
354,311,864
355,312,867
356,312,869
357,313,874
358,314,875
359,315,878
360,316,877
361,316,876
362,317,879
363,318,884
364,318,883
365,319,890
366,320,897
367,321,896
368,321,898
369,322,900
370,323,899
371,324,906
372,324,904
373,325,904
374,326,912
375,327,913
376,328,914
377,329,915
378,330,917
379,331,921
380,332,922
381,333,928
382,334,935
383,335,941
384,336,943
385,336,942
386,337,945
387,338,946
388,339,949
389,340,952
390,341,955
391,342,960
392,343,964
393,344,963
394,344,964
395,345,965
396,346,966
397,347,971
398,348,969
399,349,972
400,350,973
401,350,972
402,351,977
403,352,979
404,353,980
405,354,981
406,355,984
407,355,982
408,356,986
409,357,985
410,358,987
411,359,990
412,359,987
413,360,994
414,361,995
415,362,996
416,363,998
417,364,1001
418,365,1002
419,366,1004
420,367,1005
421,368,1008
422,369,1011
423,370,1012
424,371,1016
425,372,1017
426,373,1019
427,374,1018
428,375,1021
429,376,1023
430,377,1024
431,378,1034
432,379,1037
433,380,1042
434,381,1044
435,382,1045
436,382,1046
437,383,1052
438,384,1054
439,385,1070
440,386,1071
441,386,1072
442,387,1074
443,388,1076
444,389,1078
445,390,1081
446,391,1083
447,392,1088
448,392,1086
449,393,1089
450,394,1093
451,395,1091
452,396,1097
453,397,1098
454,398,1099
455,399,1100
456,400,1102
457,401,1105
458,401,1106
459,402,1111
460,402,1110
461,403,1112
462,404,1113
463,405,1114
464,406,1129
465,407,1127
466,408,1130
467,409,1131
468,410,1134
469,411,1139
470,411,1138
471,412,1138
472,412,1139
473,413,1144
474,414,1146
475,415,1147
476,416,1152
477,417,1155
478,418,1156
479,419,1158
480,420,1164
481,421,1165
482,422,1167
483,423,1169
484,424,1170
485,425,1171
486,426,1172
487,427,1173
488,428,1175
489,429,1176
490,430,1180
491,431,1182
492,432,1186
493,432,1189
494,433,1191
495,434,1190
496,434,1191
497,435,1196
498,436,1197
499,437,1198
500,438,1202
501,439,1225
502,440,1223
503,440,1224
504,441,1227
505,441,1229
506,442,1229
507,442,1227
508,443,1231
509,444,1235
510,445,1232
511,446,1236
512,447,1237
513,448,1238
514,449,1243
515,450,1252
516,451,1253
517,452,1257
518,453,1259
519,454,1263
520,455,1264
521,456,1268
522,457,1272
523,458,1273
524,458,1274
525,459,1274
526,459,1273
527,460,1276
528,461,1278
529,461,1276
530,462,1281
531,463,1282
532,464,1285
533,465,1290
534,466,1289
535,467,1293
536,468,1292
537,469,1296
538,470,1295
539,470,1294
540,471,1298
541,472,1299
542,473,1307
543,474,1308
544,475,1309
545,476,1310
546,476,1309
547,477,1311
548,478,1313
549,478,1312
550,479,1314
551,480,1321
552,481,1324
553,482,1332
554,483,1336
555,483,1335
556,484,1338
557,485,1340
558,486,1347
559,487,1348
560,488,1350
561,489,1353
562,490,1351
563,490,1354
564,491,1362
565,492,1364
566,493,1368
567,494,1372
568,495,1371
569,496,1375
570,497,1383
571,498,1384
572,499,1385
573,500,1387
574,501,1393
575,502,1392
576,503,1402
577,504,1401
578,504,1402
579,505,1407
580,506,1409
581,507,1416
582,507,1415
583,508,1420
584,509,1425
585,510,1423
586,511,1426
587,512,1433
588,513,1437
589,514,1438
590,515,1439
591,516,1444
592,517,1448
593,518,1449
594,519,1450
595,520,1458
596,521,1459
597,521,1461
598,522,1462
599,523,1463
600,523,1464
601,524,1468
602,525,1473
603,526,1476
604,527,1479
605,528,1478
606,529,1485
607,530,1488
608,531,1489
609,532,1493
610,532,1494
611,533,1495
612,534,1500
613,535,1503
614,536,1506
615,537,1504
616,538,1507
617,539,1508
618,540,1514
619,540,1513
620,541,1513
621,542,1515
622,542,1516
623,543,1516
624,544,1519
625,545,1528
626,546,1530
627,547,1531
628,548,1534
629,549,1535
630,550,1540
631,551,1545
632,551,1544
633,552,1549
634,553,1550
635,554,1554
636,555,1555
637,556,1557
638,557,1556
639,558,1559
640,559,1564
641,560,1561
642,561,1567
643,562,1571
644,563,1569
645,564,1572
646,565,1573
647,566,1574
648,567,1576
649,568,1580
650,569,1578
651,570,1582
652,571,1588
653,572,1592
654,573,1593
655,573,1591
656,574,1594
657,575,1595
658,576,1596
659,577,1597
660,578,1598
661,579,1602
662,580,1611
663,581,1617
664,582,1616
665,583,1622
666,584,1623
667,585,1633
668,586,1644
669,586,1643
670,587,1643
671,588,1646
672,589,1654
673,590,1657
674,591,1658
675,592,1661
676,593,1660
677,594,1664
678,594,1663
679,595,1663
680,595,1665
681,596,1669
682,597,1675
683,598,1676
684,599,1678
685,600,1677
686,600,1678
687,601,1680
688,602,1683
689,603,1685
690,604,1684
691,604,1685
692,605,1689
693,606,1691
694,607,1690
695,608,1692
696,609,1696
697,610,1697
698,610,1699
699,611,1702
700,612,1703
701,613,1704
702,614,1707
703,615,1708
704,616,1713
705,617,1733
706,617,1736
707,618,1737
708,618,1738
709,619,1738
710,620,1743
711,621,1746
712,622,1745
713,623,1749
714,624,1750
715,624,1749
716,625,1758
717,625,1759
718,626,1761
719,627,1766
720,627,1765
721,628,1771
722,629,1770
723,630,1772
724,631,1774
725,631,1773
726,632,1776
727,633,1777
728,634,1780
729,635,1781
730,636,1783
731,637,1789
732,638,1790
733,638,1789
734,639,1791
735,640,1801
736,641,1802
737,642,1811
738,643,1810
739,644,1813
740,645,1819
741,646,1821
742,647,1822
743,648,1824
744,649,1829
745,650,1834
746,650,1833
747,651,1835
748,651,1836
749,652,1839
750,653,1844
751,654,1845
752,655,1849
753,655,1850
754,656,1847
755,657,1851
756,658,1854
757,659,1859
758,660,1858
759,661,1860
760,662,1861
761,662,1860
762,663,1862
763,664,1864
764,665,1873
765,665,1875
766,666,1872
767,667,1880
768,668,1881
769,669,1883
770,670,1884
771,671,1888
772,672,1897
773,673,1898
774,674,1900
775,675,1899
776,676,1902
777,677,1901
778,678,1911
779,679,1916
780,680,1917
781,681,1919
782,682,1921
783,683,1924
784,683,1923
785,684,1923
786,685,1925
787,686,1926
788,687,1927
789,687,1926
790,688,1928
791,689,1934
792,690,1933
793,691,1938
794,692,1940
795,693,1939
796,694,1945
797,695,1946
798,696,1947
799,697,1949
800,697,1950
801,698,1954
802,699,1956
803,700,1961
804,700,1960
805,701,1959
806,702,1964
807,703,1965
808,704,1968
809,705,1969
810,706,1971
811,707,1974
812,708,1976
813,709,1981
814,710,1983
815,711,1984
816,712,1986
817,713,1988
818,714,1995
819,715,1999
820,716,1998
821,716,1999
822,717,2000
823,718,2005
824,719,2011
825,720,2013
826,721,2015
827,722,2016
828,723,2017
829,724,2024
830,725,2023
831,726,2026
832,727,2028
833,728,2035
834,728,2036
835,729,2036
836,730,2038
837,731,2041
838,732,2045
839,733,2046
840,733,2044
841,734,2048
842,734,2047
843,735,2047
844,736,2050
845,736,2049
846,737,2051
847,738,2056
848,739,2057
849,740,2061
850,741,2069
851,741,2067
852,742,2067
853,743,2070
854,744,2071
855,745,2073
856,746,2075
857,747,2074
858,748,2079
859,749,2080
860,750,2081
861,751,2083
862,751,2082
863,752,2082
864,752,2083
865,753,2084
866,754,2085
867,755,2087
868,755,2088
869,756,2088
870,756,2087
871,757,2090
872,758,2092
873,759,2093
874,760,2095
875,761,2099
876,762,2100
877,763,2104
878,764,2101
879,765,2105
880,766,2109
881,767,2120
882,768,2123
883,768,2124
884,769,2134
885,770,2138
886,771,2136
887,771,2137
888,772,2145
889,773,2153
890,773,2154
891,774,2158
892,775,2160
893,776,2161
894,777,2167
895,778,2168
896,779,2171
897,780,2173
898,781,2175
899,782,2178
900,783,2177
901,784,2182
902,785,2187
903,786,2190
904,787,2193
905,788,2202
906,788,2200
907,789,2203
908,790,2204
909,790,2203
910,791,2206
911,792,2209
912,793,2213
913,794,2211
914,795,2214
915,796,2217
916,797,2218
917,798,2219
918,799,2220
919,800,2234
920,800,2232
921,801,2238
922,802,2237
923,802,2235
924,803,2241
925,804,2247
926,805,2246
927,805,2247
928,806,2252
929,807,2251
930,808,2253
931,809,2254
932,810,2255
933,810,2254
934,811,2269
935,811,2268
936,812,2268
937,813,2272
938,814,2279
939,815,2281
940,816,2285
941,817,2283
942,818,2290
943,819,2291
944,820,2292
945,821,2293
946,821,2292
947,822,2297
948,823,2301
949,824,2305
950,825,2308
951,826,2310
952,826,2309
953,827,2314
954,828,2315
955,829,2321
956,830,2320
957,831,2322
958,832,2325
959,833,2324
960,834,2326
961,835,2328
962,835,2327
963,836,2327
964,837,2330
965,838,2334
966,838,2335
967,839,2336
968,840,2339
969,840,2337
970,841,2337
971,842,2341
972,843,2346
973,844,2350
974,845,2351
975,846,2352
976,846,2351
977,847,2361
978,847,2360
979,848,2360
980,849,2362
981,850,2364
982,850,2363
983,851,2365
984,852,2367
985,853,2369
986,854,2370
987,855,2373
988,856,2380
989,857,2379
990,858,2381
991,859,2382
992,860,2383
993,860,2384
994,861,2388
995,862,2393
996,863,2394
997,864,2397
998,865,2399
999,865,2398
1000,866,2400
1001,867,2402
1002,868,2403
1003,869,2406
1004,870,2405
1005,871,2409
1006,871,2408
1007,872,2408
1008,873,2412
1009,873,2411
1010,874,2415
1011,875,2416
1012,876,2417
1013,877,2426
1014,878,2432
1015,878,2430
1016,879,2436
1017,880,2433
1018,881,2441
1019,882,2444
1020,882,2445
1021,883,2446
1022,884,2452
1023,885,2454
1024,886,2455
1025,887,2456
1026,888,2457
1027,889,2461
1028,890,2463
1029,891,2462
1030,892,2470
1031,893,2472
1032,894,2475
1033,895,2473
1034,896,2480
1035,897,2485
1036,897,2484
1037,898,2490
1038,899,2493
1039,900,2494
1040,901,2495
1041,902,2499
1042,903,2500
1043,903,2498
1044,904,2502
1045,905,2503
1046,906,2504
1047,907,2508
1048,908,2510
1049,909,2516
1050,910,2518
1051,910,2517
1052,911,2524
1053,912,2525
1054,913,2530
1055,914,2527
1056,914,2530
1057,915,2534
1058,916,2535
1059,917,2537
1060,918,2540
1061,919,2539
1062,920,2541
1063,921,2545
1064,922,2546
1065,923,2553
1066,924,2551
1067,925,2555
1068,926,2556
1069,927,2557
1070,928,2564
1071,929,2562
1072,929,2564
1073,930,2568
1074,931,2569
1075,932,2571
1076,933,2574
1077,934,2575
1078,935,2576
1079,936,2577
1080,937,2583
1081,938,2581
1082,938,2583
1083,939,2585
1084,939,2584
1085,940,2591
1086,941,2593
1087,942,2594
1088,943,2596
1089,944,2598
1090,945,2597
1091,946,2605
1092,947,2603
1093,948,2607
1094,949,2606
1095,950,2608
1096,951,2611
1097,952,2618
1098,953,2620
1099,954,2624
1100,955,2627
1101,956,2628
1102,957,2629
1103,958,2634
1104,959,2635
1105,960,2642
1106,960,2643
1107,961,2645
1108,962,2644
1109,963,2660
1110,964,2659
1111,965,2664
1112,966,2667
1113,967,2673
1114,968,2676
1115,969,2674
1116,970,2679
1117,971,2680
1118,972,2682
1119,973,2688
1120,973,2689
1121,974,2689
1122,975,2692
1123,976,2694
1124,977,2700
1125,977,2698
1126,978,2702
1127,979,2711
1128,979,2712
1129,980,2712
1130,981,2715
1131,982,2718
1132,983,2724
1133,984,2725
1134,985,2727
1135,986,2726
1136,987,2730
1137,988,2734
1138,989,2735
1139,989,2736
1140,990,2737
1141,991,2740
1142,992,2739
1143,992,2740
1144,993,2742
1145,994,2744
1146,995,2745
1147,996,2750
1148,997,2753
1149,998,2756
1150,999,2758
1151,1000,2765
1152,1001,2767
1153,1002,2770
1154,1003,2772
1155,1004,2779
1156,1005,2780
1157,1006,2783
1158,1006,2781
1159,1007,2791
1160,1008,2798
1161,1009,2797
1162,1010,2803
1163,1011,2801
1164,1012,2805
1165,1013,2806
1166,1014,2807
1167,1014,2808
1168,1015,2813
1169,1016,2816
1170,1016,2817
1171,1017,2819
1172,1018,2822
1173,1019,2824
1174,1020,2827
1175,1021,2826
1176,1022,2830
1177,1023,2832
1178,1024,2833
1179,1025,2835
1180,1026,2838
1181,1027,2839
1182,1028,2842
1183,1028,2841
1184,1029,2847
1185,1030,2852
1186,1031,2853
1187,1032,2854
1188,1032,2853
1189,1033,2855
1190,1034,2856
1191,1035,2864
1192,1035,2865
1193,1036,2866
1194,1037,2871
1195,1037,2870
1196,1038,2870
1197,1039,2873
1198,1040,2872
1199,1041,2879
1200,1042,2881
1201,1042,2882
1202,1043,2884
1203,1043,2886
1204,1044,2886
1205,1045,2890
1206,1045,2892
1207,1046,2892
1208,1047,2893
1209,1048,2895
1210,1049,2900
1211,1050,2899
1212,1051,2904
1213,1051,2902
1214,1052,2902
1215,1053,2906
1216,1054,2907
1217,1055,2915
1218,1056,2922
1219,1057,2925
1220,1058,2927
1221,1059,2928
1222,1060,2933
1223,1061,2936
1224,1062,2937
1225,1062,2938
1226,1063,2940
1227,1064,2946
1228,1065,2947
1229,1066,2949
1230,1067,2950
1231,1068,2952
1232,1068,2953
1233,1069,2957
1234,1070,2960
1235,1071,2962
1236,1072,2963
1237,1072,2962
1238,1073,2965
1239,1074,2968
1240,1075,2972
1241,1076,2971
1242,1077,2977
1243,1078,2979
1244,1079,2985
1245,1079,2984
1246,1080,2986
1247,1081,2991
1248,1082,2992
1249,1083,2997
1250,1083,3000
1251,1084,3006
1252,1085,3007
1253,1086,3011
1254,1087,3014
1255,1088,3015
1256,1089,3019
1257,1090,3025
1258,1091,3024
1259,1091,3025
1260,1092,3028
1261,1093,3026
1262,1094,3030
1263,1094,3031
1264,1095,3039
1265,1096,3042
1266,1097,3043
1267,1098,3044
1268,1099,3045
1269,1099,3046
1270,1100,3049
1271,1101,3059
1272,1102,3062
1273,1103,3063
1274,1104,3065
1275,1105,3073
1276,1106,3075
1277,1107,3076
1278,1107,3077
1279,1108,3086
1280,1109,3097
1281,1110,3098
1282,1111,3099
1283,1112,3101
1284,1113,3103
1285,1114,3102
1286,1115,3104
1287,1115,3105
1288,1116,3108
1289,1117,3106
1290,1118,3109
1291,1119,3111
1292,1120,3112
1293,1121,3116
1294,1122,3119
1295,1123,3123
1296,1124,3128
1297,1124,3129
1298,1125,3137
1299,1126,3139
1300,1126,3136
1301,1127,3144
1302,1128,3148
1303,1128,3145
1304,1129,3147
1305,1130,3151
1306,1131,3152
1307,1132,3155
1308,1133,3154
1309,1133,3155
1310,1134,3159
1311,1135,3157
1312,1136,3160
1313,1137,3161
1314,1138,3164
1315,1139,3166
1316,1140,3173
1317,1141,3177
1318,1142,3176
1319,1143,3180
1320,1144,3181
1321,1145,3188
1322,1146,3197
1323,1147,3199
1324,1148,3201
1325,1149,3204
1326,1150,3205
1327,1151,3207
1328,1151,3209
1329,1152,3210
1330,1153,3214
1331,1154,3213
1332,1155,3218
1333,1156,3221
1334,1157,3226
1335,1158,3228
1336,1159,3229
1337,1160,3232
1338,1161,3233
1339,1162,3236
1340,1163,3235
1341,1164,3238
1342,1165,3239
1343,1165,3241
1344,1166,3243
1345,1167,3251
1346,1167,3253
1347,1168,3252
1348,1169,3257
1349,1170,3262
1350,1171,3267
1351,1172,3272
1352,1173,3270
1353,1174,3274
1354,1175,3275
1355,1176,3278
1356,1177,3277
1357,1177,3278
1358,1178,3279
1359,1179,3281
1360,1180,3282
1361,1180,3280
1362,1181,3283
1363,1182,3290
1364,1183,3291
1365,1184,3294
1366,1185,3296
1367,1186,3304
1368,1187,3305
1369,1188,3308
1370,1189,3309
1371,1190,3321
1372,1191,3323
1373,1192,3326
1374,1193,3324
1375,1193,3327
1376,1194,3331
1377,1195,3330
1378,1196,3334
1379,1197,3339
1380,1198,3345
1381,1199,3349
1382,1200,3353
1383,1200,3352
1384,1201,3367
1385,1202,3368
1386,1203,3369
1387,1204,3374
1388,1205,3379
1389,1205,3378
1390,1206,3383
1391,1207,3381
1392,1208,3384
1393,1208,3385
1394,1209,3386
1395,1210,3389
1396,1211,3394
1397,1212,3400
1398,1212,3398
1399,1213,3402
1400,1214,3405
1401,1215,3404
1402,1215,3405
1403,1216,3406
1404,1217,3415
1405,1218,3418
1406,1219,3420
1407,1220,3426
1408,1221,3427
1409,1222,3428
1410,1223,3429
1411,1224,3435
1412,1224,3437
1413,1225,3434
1414,1226,3438
1415,1227,3439
1416,1227,3440
1417,1228,3447
1418,1229,3453
1419,1230,3452
1420,1231,3457
1421,1232,3460
1422,1233,3462
1423,1234,3466
1424,1235,3467
1425,1236,3469
1426,1236,3468
1427,1237,3468
1428,1238,3473
1429,1238,3472
1430,1239,3472
1431,1240,3478
1432,1241,3480
1433,1242,3483
1434,1243,3485
1435,1244,3487
1436,1245,3489
1437,1246,3498
1438,1247,3499
1439,1248,3507
1440,1249,3514
1441,1250,3520
1442,1251,3530
1443,1252,3529
1444,1253,3535
1445,1254,3534
1446,1255,3538
1447,1256,3539
1448,1257,3541
1449,1258,3542
1450,1258,3541
1451,1259,3547
1452,1260,3551
1453,1261,3552
1454,1262,3553
1455,1263,3554
1456,1264,3556
1457,1264,3557
1458,1265,3557
1459,1266,3558
1460,1267,3561
1461,1268,3562
1462,1269,3566
1463,1269,3567
1464,1270,3568
1465,1271,3571
1466,1272,3576
1467,1273,3584
1468,1274,3581
1469,1275,3585
1470,1276,3595
1471,1277,3606
1472,1278,3607
1473,1279,3611
1474,1280,3608
1475,1281,3612
1476,1281,3614
1477,1282,3616
1478,1283,3615
1479,1284,3624
1480,1285,3628
1481,1286,3633
1482,1286,3632
1483,1287,3635
1484,1288,3638
1485,1289,3637
1486,1289,3638
1487,1290,3640
1488,1291,3651
1489,1292,3650
1490,1293,3656
1491,1294,3660
1492,1295,3664
1493,1296,3673
1494,1297,3679
1495,1298,3682
1496,1298,3680
1497,1299,3680
1498,1300,3683
1499,1301,3687
1500,1302,3686
1501,1303,3696
1502,1304,3697
1503,1305,3700
1504,1305,3699
1505,1306,3699
1506,1307,3702
1507,1308,3703
1508,1309,3712
1509,1310,3716
1510,1310,3713
1511,1311,3718
1512,1311,3719
1513,1312,3719
1514,1313,3723
1515,1314,3730
1516,1314,3727
1517,1315,3731
1518,1316,3732
1519,1317,3733
1520,1318,3735
1521,1319,3737
1522,1320,3738
1523,1320,3737
1524,1321,3745
1525,1322,3747
1526,1323,3749
1527,1324,3751
1528,1325,3756
1529,1326,3760
1530,1327,3762
1531,1328,3763
1532,1329,3765
1533,1330,3766
1534,1331,3775
1535,1331,3774
1536,1332,3776
1537,1333,3778
1538,1334,3779
1539,1335,3782
1540,1336,3785
1541,1337,3790
1542,1338,3795
1543,1339,3796
1544,1340,3801
1545,1341,3800
1546,1342,3804
1547,1343,3809
1548,1344,3811
1549,1345,3812
1550,1346,3815
1551,1347,3814
1552,1348,3816
1553,1349,3821
1554,1350,3822
1555,1351,3833
1556,1352,3831
1557,1353,3835
1558,1354,3837
1559,1355,3840
1560,1356,3851
1561,1357,3852
1562,1357,3851
1563,1358,3853
1564,1359,3855
1565,1360,3863
1566,1361,3862
1567,1362,3865
1568,1363,3867
1569,1364,3868
1570,1365,3869
1571,1366,3875
1572,1366,3876
1573,1367,3877
1574,1368,3878
1575,1369,3879
1576,1370,3895
1577,1371,3896
1578,1372,3900
1579,1373,3905
1580,1374,3906
1581,1375,3912
1582,1375,3911
1583,1376,3914
1584,1377,3917
1585,1378,3919
1586,1379,3921
1587,1380,3923
1588,1381,3926
1589,1381,3927
1590,1382,3925
1591,1383,3932
1592,1384,3933
1593,1385,3943
1594,1386,3950
1595,1387,3949
1596,1388,3954
1597,1389,3951
1598,1390,3955
1599,1391,3959
1600,1391,3957
1601,1392,3958
1602,1393,3960
1603,1394,3962
1604,1395,3964
1605,1396,3963
1606,1397,3969
1607,1398,3968
1608,1399,3975
1609,1400,3974
1610,1401,3978
1611,1402,3977
1612,1403,3983
1613,1404,3987
1614,1405,3992
1615,1406,3993
1616,1407,3995
1617,1408,4000
1618,1409,4005
1619,1410,4007
1620,1411,4012
1621,1412,4010
1622,1413,4016
1623,1414,4020
1624,1415,4024
1625,1415,4022
1626,1416,4030
1627,1417,4035
1628,1418,4034
1629,1419,4037
1630,1420,4039
1631,1421,4042
1632,1421,4043
1633,1422,4051
1634,1423,4057
1635,1424,4060
1636,1425,4063
1637,1426,4064
1638,1427,4069
1639,1427,4072
1640,1428,4070
1641,1429,4074
1642,1430,4077
1643,1430,4074
1644,1431,4078
1645,1432,4084
1646,1433,4086
1647,1434,4096
1648,1435,4097
1649,1435,4096
1650,1436,4102
1651,1437,4099
1652,1438,4106
1653,1439,4107
1654,1440,4108
1655,1441,4109
1656,1442,4110
1657,1443,4113
1658,1444,4112
1659,1445,4121
1660,1445,4122
1661,1446,4122
1662,1447,4124
1663,1448,4123
1664,1449,4129
1665,1449,4131
1666,1450,4133
1667,1451,4145
1668,1451,4147
1669,1452,4149
1670,1453,4150
1671,1453,4151
1672,1454,4151
1673,1455,4152
1674,1456,4153
1675,1456,4152
1676,1457,4162
1677,1458,4163
1678,1459,4165
1679,1460,4167
1680,1461,4168
1681,1462,4176
1682,1463,4177
1683,1464,4181
1684,1464,4180
1685,1465,4182
1686,1466,4184
1687,1467,4183
1688,1468,4196
1689,1469,4204
1690,1470,4206
1691,1471,4207
1692,1472,4208
1693,1473,4209
1694,1474,4216
1695,1475,4221
1696,1476,4222
1697,1477,4224
1698,1478,4229
1699,1479,4230
1700,1480,4233
1701,1481,4232
1702,1482,4236
1703,1483,4235
1704,1484,4241
1705,1484,4240
1706,1485,4255
1707,1486,4258
1708,1487,4267
1709,1488,4270
1710,1489,4274
1711,1490,4271
1712,1491,4275
1713,1492,4276
1714,1493,4279
1715,1494,4281
1716,1494,4282
1717,1495,4283
1718,1495,4280
1719,1496,4291
1720,1497,4297
1721,1498,4304
1722,1499,4303
1723,1500,4309
1724,1500,4306
1725,1501,4310
1726,1502,4312
1727,1503,4316
1728,1504,4315
1729,1505,4317
1730,1506,4320
1731,1507,4328
1732,1507,4325
1733,1508,4327
1734,1509,4331
1735,1510,4329
1736,1511,4332
1737,1512,4338
1738,1513,4346
1739,1514,4345
1740,1514,4346
1741,1515,4347
1742,1516,4358
1743,1517,4360
1744,1518,4363
1745,1519,4362
1746,1520,4366
1747,1521,4368
1748,1522,4370
1749,1523,4372
1750,1523,4373
1751,1524,4375
1752,1525,4391
1753,1526,4393
1754,1527,4398
1755,1528,4397
1756,1529,4399
1757,1530,4407
1758,1531,4404
1759,1532,4408
1760,1532,4410
1761,1533,4410
1762,1534,4411
1763,1535,4413
1764,1536,4412
1765,1537,4417
1766,1538,4420
1767,1539,4423
1768,1540,4430
1769,1541,4431
1770,1542,4436
1771,1543,4434
1772,1544,4439
1773,1545,4440
1774,1546,4443
1775,1547,4446
1776,1548,4449
1777,1549,4450
1778,1550,4457
1779,1551,4456
1780,1552,4458
1781,1553,4460
1782,1554,4465
1783,1555,4466
1784,1556,4467
1785,1557,4469
1786,1557,4470
1787,1558,4468
1788,1558,4470
1789,1559,4477
1790,1560,4482
1791,1561,4483
1792,1562,4488
1793,1563,4489
1794,1564,4493
1795,1565,4491
1796,1565,4492
1797,1566,4500
1798,1567,4503
1799,1568,4502
1800,1569,4504
1801,1570,4506
1802,1571,4508
1803,1572,4510
1804,1573,4512
1805,1574,4514
1806,1575,4513
1807,1576,4515
1808,1577,4517
1809,1578,4516
1810,1578,4517
1811,1579,4519
1812,1580,4524
1813,1581,4527
1814,1581,4526
1815,1582,4525
1816,1583,4534
1817,1584,4538
1818,1585,4539
1819,1586,4549
1820,1587,4548
1821,1588,4551
1822,1589,4553
1823,1589,4552
1824,1590,4552
1825,1591,4555
1826,1592,4554
1827,1592,4555
1828,1593,4571
1829,1594,4570
1830,1594,4571
1831,1595,4577
1832,1596,4576
1833,1597,4578
1834,1598,4582
1835,1599,4580
