CSID,CaseMasterID,csdate,cstype,PolicePersonID
80,138,2023-12-17 00:00:00,A,1527
81,139,2024-01-23 00:00:00,B,1755
82,140,2023-11-24 00:00:00,A,1556
83,143,2023-11-07 00:00:00,A,655
84,144,2022-11-19 00:00:00,A,1036
85,145,2026-04-27 00:00:00,B,1939
86,146,2025-09-17 00:00:00,A,2079
87,147,2025-11-07 00:00:00,B,159
88,148,2024-02-14 00:00:00,A,438
89,149,2025-06-16 00:00:00,A,59
90,151,2026-03-31 00:00:00,A,617
91,152,2025-05-01 00:00:00,B,1469
92,156,2023-01-03 00:00:00,A,678
93,157,2025-03-25 00:00:00,B,1502
94,158,2024-10-03 00:00:00,B,1530
95,159,2026-06-28 00:00:00,A,1055
96,160,2026-04-04 00:00:00,A,955
97,162,2022-11-03 00:00:00,A,666
98,163,2024-02-29 00:00:00,A,2356
99,164,2023-07-05 00:00:00,B,521
100,165,2025-07-12 00:00:00,A,1893
101,167,2023-03-13 00:00:00,A,547
102,168,2025-09-02 00:00:00,A,1802
103,169,2024-05-23 00:00:00,A,509
104,170,2023-03-07 00:00:00,A,351
105,174,2023-07-01 00:00:00,C,725
106,178,2026-06-28 00:00:00,A,1377
107,179,2022-02-26 00:00:00,A,1587
108,180,2023-09-20 00:00:00,A,610
109,182,2026-06-28 00:00:00,B,806
110,184,2024-06-12 00:00:00,A,612
111,187,2024-02-13 00:00:00,A,906
112,188,2025-04-18 00:00:00,A,190
113,189,2023-09-26 00:00:00,A,583
114,190,2024-05-11 00:00:00,A,661
115,194,2025-08-22 00:00:00,B,2643
116,195,2026-05-18 00:00:00,B,675
117,198,2023-06-23 00:00:00,A,1366
118,200,2026-02-19 00:00:00,A,2273
119,202,2023-07-19 00:00:00,A,52
120,203,2026-06-28 00:00:00,B,1178
121,205,2024-09-21 00:00:00,A,1812
122,210,2025-03-16 00:00:00,B,1086
123,211,2024-07-08 00:00:00,A,1600
124,213,2023-10-02 00:00:00,B,866
125,214,2025-01-18 00:00:00,A,903
126,215,2026-06-28 00:00:00,B,1597
127,216,2023-10-28 00:00:00,C,2493
128,219,2025-01-14 00:00:00,A,441
129,221,2022-08-17 00:00:00,A,2247
130,224,2026-01-26 00:00:00,A,636
131,225,2026-06-28 00:00:00,A,2113
132,227,2023-08-29 00:00:00,A,2404
133,228,2022-06-07 00:00:00,A,2552
134,229,2026-06-28 00:00:00,A,2027
135,230,2024-04-28 00:00:00,A,183
136,231,2026-06-28 00:00:00,A,1423
137,232,2023-11-27 00:00:00,A,896
138,233,2024-05-11 00:00:00,A,2683
139,235,2024-04-21 00:00:00,A,710
140,236,2026-06-28 00:00:00,A,680
141,239,2023-08-02 00:00:00,A,1942
142,240,2024-06-16 00:00:00,A,2326
143,242,2025-05-04 00:00:00,A,347
144,244,2025-09-03 00:00:00,A,1456
145,249,2025-08-12 00:00:00,A,2154
146,252,2025-04-17 00:00:00,A,1067
147,254,2023-09-12 00:00:00,C,2108
148,256,2023-02-21 00:00:00,A,56
149,258,2026-05-09 00:00:00,A,906
150,259,2026-01-28 00:00:00,A,1758
151,261,2026-06-28 00:00:00,A,1381
152,262,2026-06-28 00:00:00,B,571
153,263,2022-12-15 00:00:00,A,867
154,264,2023-09-04 00:00:00,C,2217
155,270,2024-11-15 00:00:00,B,2686
156,271,2026-03-08 00:00:00,A,2156
157,273,2025-08-23 00:00:00,C,227
158,274,2025-05-21 00:00:00,A,1627
159,275,2023-12-19 00:00:00,A,1212
160,276,2026-02-13 00:00:00,A,153
161,277,2025-01-27 00:00:00,A,694
162,282,2026-06-28 00:00:00,B,1235
163,283,2026-06-28 00:00:00,A,2615
164,285,2023-01-24 00:00:00,C,994
165,286,2025-11-16 00:00:00,C,229
166,289,2024-11-07 00:00:00,B,2607
167,290,2025-10-23 00:00:00,A,875
168,291,2025-06-10 00:00:00,C,2681
169,293,2026-05-05 00:00:00,B,326
170,294,2022-09-07 00:00:00,B,943
171,296,2023-02-13 00:00:00,A,1714
172,299,2026-05-10 00:00:00,A,2639
173,300,2023-04-02 00:00:00,A,297
