CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
46,IPC,392,2,2
46,ARMS,25,3,3
47,POCSO,4,1,1
47,NDPS,21,2,2
48,NDPS,22,1,1
48,ARMS,25,2,2
48,ARMS,25,3,3
49,IPC,354,1,1
49,IT,66D,2,2
49,IT,66D,3,3
50,POCSO,4,1,1
50,NDPS,21,2,2
51,NDPS,8,1,1
52,MV,196,1,1
53,ARMS,27,1,1
54,IPC,354,1,1
55,POCSO,8,1,1
55,IT,67,2,2
55,ARMS,25,3,3
56,MV,185,1,1
56,POCSO,10,2,2
56,POCSO,4,3,3
57,MV,196,1,1
58,ARMS,25,1,1
59,IPC,498A,1,1
59,MV,196,2,2
60,IT,66,1,1
61,POCSO,8,1,1
61,MV,184,2,2
61,POCSO,10,3,3
62,ARMS,27,1,1
63,IT,67,1,1
63,POCSO,10,2,2
64,ARMS,27,1,1
64,MV,184,2,2
64,IPC,323,3,3
65,NDPS,8,1,1
66,NDPS,21,1,1
67,ARMS,25,1,1
67,ARMS,25,2,2
67,ARMS,25,3,3
68,IPC,379,1,1
69,NDPS,21,1,1
70,IT,67,1,1
70,IT,66D,2,2
71,IPC,376,1,1
71,POCSO,8,2,2
71,NDPS,22,3,3
72,IT,67,1,1
72,IT,66C,2,2
73,IT,66C,1,1
73,NDPS,8,2,2
73,IT,66D,3,3
74,POCSO,6,1,1
74,NDPS,22,2,2
74,NDPS,22,3,3
75,MV,184,1,1
75,IPC,354,2,2
75,NDPS,22,3,3
76,IPC,379,1,1
76,POCSO,8,2,2
76,IPC,323,3,3
77,POCSO,4,1,1
77,ARMS,25,2,2
77,MV,196,3,3
78,NDPS,21,1,1
78,POCSO,8,2,2
78,IT,66,3,3
79,ARMS,25,1,1
79,IPC,392,2,2
80,MV,185,1,1
80,POCSO,6,2,2
80,POCSO,4,3,3
81,NDPS,8,1,1
81,POCSO,10,2,2
81,ARMS,25,3,3
82,IT,66D,1,1
83,IPC,420,1,1
83,POCSO,10,2,2
84,ARMS,27,1,1
85,NDPS,21,1,1
85,MV,185,2,2
85,NDPS,8,3,3
86,NDPS,21,1,1
87,NDPS,22,1,1
87,MV,184,2,2
87,POCSO,10,3,3
88,IT,66,1,1
88,IPC,323,2,2
88,ARMS,27,3,3
89,MV,196,1,1
89,POCSO,4,2,2
90,IT,67,1,1
90,IT,66,2,2
91,IT,66,1,1
91,IPC,354,2,2
92,IPC,379,1,1
93,NDPS,21,1,1
93,MV,184,2,2
94,NDPS,8,1,1
95,ARMS,27,1,1
95,POCSO,4,2,2
95,NDPS,22,3,3
96,ARMS,25,1,1
96,NDPS,22,2,2
96,MV,196,3,3
97,MV,184,1,1
98,NDPS,21,1,1
98,IPC,376,2,2
98,MV,196,3,3
99,IT,66C,1,1
100,ARMS,25,1,1
100,NDPS,21,2,2
100,IPC,302,3,3
101,IPC,498A,1,1
101,ARMS,27,2,2
102,NDPS,8,1,1
103,MV,185,1,1
104,NDPS,22,1,1
105,POCSO,10,1,1
105,IT,66D,2,2
106,NDPS,20,1,1
106,MV,196,2,2
107,ARMS,27,1,1
107,IPC,379,2,2
108,NDPS,20,1,1
109,ARMS,25,1,1
109,POCSO,6,2,2
110,ARMS,27,1,1
111,POCSO,8,1,1
112,MV,196,1,1
113,POCSO,8,1,1
114,IPC,324,1,1
114,IT,66D,2,2
114,MV,196,3,3
115,ARMS,27,1,1
115,IPC,323,2,2
116,POCSO,6,1,1
116,NDPS,22,2,2
117,IPC,376,1,1
117,MV,196,2,2
117,MV,184,3,3
118,POCSO,6,1,1
118,NDPS,8,2,2
118,MV,196,3,3
119,MV,184,1,1
120,POCSO,8,1,1
120,IT,67,2,2
121,IPC,323,1,1
121,IPC,498A,2,2
121,ARMS,27,3,3
122,NDPS,22,1,1
123,POCSO,10,1,1
123,IT,66,2,2
123,POCSO,6,3,3
124,IT,66D,1,1
124,POCSO,10,2,2
125,IT,66,1,1
126,MV,184,1,1
126,IT,66D,2,2
126,IPC,324,3,3
127,IT,67,1,1
127,NDPS,21,2,2
128,IPC,307,1,1
128,MV,185,2,2
129,NDPS,8,1,1
130,MV,185,1,1
130,NDPS,8,2,2
130,POCSO,6,3,3
131,NDPS,20,1,1
131,IPC,379,2,2
132,ARMS,25,1,1
132,IT,66,2,2
133,IT,67,1,1
133,IT,66C,2,2
134,ARMS,27,1,1
134,IT,66D,2,2
135,IT,66,1,1
135,ARMS,25,2,2
135,POCSO,6,3,3
136,NDPS,21,1,1
136,IT,66D,2,2
137,IPC,379,1,1
138,IPC,379,1,1
139,ARMS,25,1,1
139,ARMS,25,2,2
139,NDPS,22,3,3
140,IPC,498A,1,1
141,MV,196,1,1
141,MV,185,2,2
141,MV,196,3,3
142,IPC,354,1,1
143,NDPS,20,1,1
143,NDPS,20,2,2
143,MV,184,3,3
144,IT,66D,1,1
144,ARMS,25,2,2
144,MV,185,3,3
145,MV,196,1,1
145,IPC,498A,2,2
146,POCSO,10,1,1
146,IPC,307,2,2
147,MV,184,1,1
147,POCSO,8,2,2
148,MV,196,1,1
148,IPC,392,2,2
148,NDPS,8,3,3
149,IPC,323,1,1
149,NDPS,8,2,2
150,IPC,379,1,1
151,NDPS,20,1,1
152,POCSO,10,1,1
152,ARMS,25,2,2
153,NDPS,20,1,1
153,ARMS,27,2,2
154,MV,185,1,1
155,IT,66,1,1
156,NDPS,20,1,1
156,NDPS,22,2,2
156,ARMS,27,3,3
157,IPC,307,1,1
157,IPC,376,2,2
157,POCSO,10,3,3
158,IPC,307,1,1
158,MV,184,2,2
159,POCSO,6,1,1
160,MV,196,1,1
160,IT,66C,2,2
161,POCSO,6,1,1
162,ARMS,25,1,1
162,NDPS,21,2,2
162,POCSO,4,3,3
163,IPC,307,1,1
163,IPC,307,2,2
164,IT,66C,1,1
164,IT,67,2,2
165,MV,184,1,1
166,POCSO,10,1,1
166,IT,66D,2,2
166,ARMS,25,3,3
167,IT,66,1,1
167,MV,185,2,2
168,NDPS,21,1,1
168,MV,196,2,2
168,IPC,323,3,3
169,IT,66C,1,1
170,NDPS,22,1,1
170,IT,67,2,2
171,IT,67,1,1
171,IT,66C,2,2
172,POCSO,4,1,1
172,POCSO,4,2,2
173,POCSO,4,1,1
173,IT,66C,2,2
174,IT,66D,1,1
174,POCSO,8,2,2
174,POCSO,4,3,3
175,ARMS,27,1,1
176,POCSO,6,1,1
177,IT,66C,1,1
177,IT,66D,2,2
177,NDPS,22,3,3
178,IPC,376,1,1
178,ARMS,25,2,2
178,IT,67,3,3
179,ARMS,27,1,1
179,IT,66D,2,2
180,IPC,498A,1,1
180,ARMS,25,2,2
180,IT,67,3,3
181,MV,184,1,1
182,MV,196,1,1
183,ARMS,25,1,1
183,NDPS,22,2,2
183,MV,196,3,3
184,ARMS,25,1,1
184,ARMS,27,2,2
184,IT,67,3,3
185,NDPS,8,1,1
185,NDPS,22,2,2
186,NDPS,22,1,1
187,IT,67,1,1
188,IPC,324,1,1
189,NDPS,8,1,1
189,NDPS,21,2,2
190,ARMS,27,1,1
190,MV,185,2,2
191,POCSO,6,1,1
192,ARMS,27,1,1
192,POCSO,6,2,2
192,POCSO,4,3,3
193,MV,185,1,1
194,ARMS,25,1,1
194,ARMS,27,2,2
195,MV,196,1,1
196,ARMS,25,1,1
196,NDPS,8,2,2
196,MV,184,3,3
197,POCSO,6,1,1
197,ARMS,27,2,2
197,POCSO,4,3,3
198,IPC,420,1,1
198,POCSO,4,2,2
198,ARMS,27,3,3
199,MV,196,1,1
199,MV,196,2,2
199,ARMS,27,3,3
200,POCSO,10,1,1
201,MV,185,1,1
201,NDPS,21,2,2
201,ARMS,27,3,3
202,NDPS,21,1,1
203,NDPS,20,1,1
203,MV,184,2,2
203,IPC,420,3,3
204,NDPS,8,1,1
205,ARMS,25,1,1
205,IPC,302,2,2
205,IT,66C,3,3
206,NDPS,20,1,1
206,NDPS,8,2,2
206,IPC,498A,3,3
207,POCSO,10,1,1
207,POCSO,10,2,2
208,NDPS,22,1,1
208,IPC,354,2,2
208,ARMS,27,3,3
209,ARMS,25,1,1
209,MV,185,2,2
210,IPC,420,1,1
210,ARMS,27,2,2
210,POCSO,6,3,3
211,ARMS,27,1,1
211,IPC,420,2,2
211,ARMS,27,3,3
212,IPC,354,1,1
212,IPC,324,2,2
212,NDPS,21,3,3
213,IT,66D,1,1
214,ARMS,27,1,1
214,POCSO,4,2,2
215,MV,185,1,1
215,IT,67,2,2
216,POCSO,10,1,1
216,POCSO,4,2,2
217,ARMS,25,1,1
217,POCSO,10,2,2
217,IT,67,3,3
218,ARMS,25,1,1
219,IPC,324,1,1
219,MV,184,2,2
220,MV,185,1,1
220,ARMS,25,2,2
220,IPC,323,3,3
221,IPC,406,1,1
222,NDPS,20,1,1
222,NDPS,21,2,2
222,POCSO,4,3,3
223,NDPS,22,1,1
223,POCSO,8,2,2
223,ARMS,27,3,3
224,ARMS,25,1,1
224,POCSO,6,2,2
224,ARMS,25,3,3
225,IPC,307,1,1
225,NDPS,20,2,2
226,ARMS,27,1,1
226,IT,67,2,2
227,IPC,376,1,1
227,POCSO,6,2,2
228,MV,196,1,1
229,POCSO,4,1,1
230,POCSO,10,1,1
231,NDPS,20,1,1
231,IPC,324,2,2
231,IPC,392,3,3
232,IPC,302,1,1
232,NDPS,22,2,2
233,MV,185,1,1
234,MV,196,1,1
235,POCSO,4,1,1
236,IPC,302,1,1
236,MV,185,2,2
236,IPC,420,3,3
237,POCSO,6,1,1
237,MV,184,2,2
237,NDPS,21,3,3
238,MV,184,1,1
239,POCSO,6,1,1
239,MV,185,2,2
239,MV,196,3,3
240,IPC,323,1,1
240,NDPS,20,2,2
241,MV,196,1,1
242,IT,67,1,1
242,MV,185,2,2
243,POCSO,4,1,1
244,POCSO,4,1,1
244,ARMS,27,2,2
245,ARMS,25,1,1
245,IPC,307,2,2
245,NDPS,21,3,3
246,ARMS,27,1,1
246,NDPS,22,2,2
247,NDPS,20,1,1
248,MV,184,1,1
249,MV,184,1,1
250,POCSO,8,1,1
250,MV,196,2,2
251,POCSO,10,1,1
252,ARMS,25,1,1
252,IPC,392,2,2
253,IPC,324,1,1
253,IT,66C,2,2
253,POCSO,6,3,3
254,MV,185,1,1
254,IT,66,2,2
255,MV,196,1,1
256,IPC,376,1,1
257,IT,67,1,1
258,MV,184,1,1
258,ARMS,27,2,2
258,ARMS,27,3,3
259,IPC,420,1,1
259,IT,66,2,2
260,MV,185,1,1
260,IPC,406,2,2
261,IPC,302,1,1
262,ARMS,27,1,1
262,IT,66,2,2
262,ARMS,25,3,3
263,POCSO,6,1,1
263,IT,66D,2,2
263,NDPS,22,3,3
264,IT,66,1,1
264,ARMS,27,2,2
265,ARMS,27,1,1
265,NDPS,21,2,2
266,IPC,406,1,1
266,ARMS,25,2,2
267,NDPS,22,1,1
267,POCSO,8,2,2
268,IT,66,1,1
269,MV,185,1,1
269,MV,196,2,2
270,POCSO,6,1,1
270,POCSO,6,2,2
270,MV,196,3,3
271,MV,184,1,1
271,NDPS,20,2,2
272,POCSO,8,1,1
272,POCSO,10,2,2
273,POCSO,10,1,1
273,MV,196,2,2
274,IT,66,1,1
274,ARMS,25,2,2
275,ARMS,25,1,1
275,IPC,302,2,2
275,POCSO,6,3,3
276,POCSO,10,1,1
276,IT,67,2,2
277,MV,196,1,1
277,MV,185,2,2
277,NDPS,21,3,3
278,NDPS,21,1,1
278,NDPS,21,2,2
279,IPC,420,1,1
280,NDPS,22,1,1
280,IT,66D,2,2
281,MV,185,1,1
281,NDPS,21,2,2
282,MV,196,1,1
283,ARMS,25,1,1
284,MV,184,1,1
284,IPC,323,2,2
284,POCSO,8,3,3
285,NDPS,22,1,1
285,IPC,406,2,2
285,ARMS,25,3,3
286,NDPS,21,1,1
286,NDPS,8,2,2
286,NDPS,22,3,3
287,NDPS,20,1,1
287,IPC,406,2,2
287,ARMS,27,3,3
288,NDPS,21,1,1
289,IT,66D,1,1
289,ARMS,27,2,2
290,IT,66D,1,1
290,NDPS,22,2,2
290,POCSO,4,3,3
291,ARMS,25,1,1
291,MV,185,2,2
292,NDPS,8,1,1
292,ARMS,25,2,2
293,IT,66,1,1
293,MV,185,2,2
294,NDPS,22,1,1
294,ARMS,27,2,2
294,IPC,323,3,3
295,NDPS,20,1,1
295,POCSO,10,2,2
295,MV,196,3,3
296,ARMS,27,1,1
296,POCSO,4,2,2
296,IT,67,3,3
297,IPC,302,1,1
297,ARMS,25,2,2
298,MV,185,1,1
299,ARMS,27,1,1
300,IT,67,1,1
